year,date,decade,sample_window,headline,abstract,lead_paragraph,snippet,section,news_desk,type_of_material,document_type,word_count,keywords,url
1998,1998-12-24T05:00:00Z,,,China's Diversionary Tactics,Wei Jingsheng Op-Ed article says China's expulsion of him and other dissidents to the US does not signal easing of repression but is only a tactic aimed at avoiding economic sanctions; urges US to take action like restricting Chinese imports or halting questionable technology transfers to China (M),,,Opinion,,,,,,https://www.nytimes.com/1998/12/24/opinion/chinas-diversionary-tactics.html
1998,1998-12-24T05:00:00Z,,,The Limits of China's Reform,"Editorial urges US to speak out honestly and frequently against renewed repression in China; cites conviction of Xu Wenli, Wang Youcai and Qin Yongmin for subversion after sham trials (M)",,,Opinion,,,,,,https://www.nytimes.com/1998/12/24/opinion/the-limits-of-china-s-reform.html
1999,1999-01-01T05:00:00Z,1990s,Jan-Feb,ART GUIDE,,,,Arts,Leisure/Weekend Desk,Schedule,article,4280,,https://www.nytimes.com/1999/01/01/arts/art-guide.html
1999,1999-01-01T05:00:00Z,1990s,Jan-Feb,ART IN REVIEW,,,,Arts,Leisure/Weekend Desk,Review,article,588,,https://www.nytimes.com/1999/01/01/arts/art-in-review-681091.html
1999,1999-01-01T05:00:00Z,1990s,Jan-Feb,"CRITIC'S NOTEBOOK; In Quiet Corners, a Rhapsody for the Eyes and Soul",,,,Arts,Leisure/Weekend Desk,News,article,3455,,https://www.nytimes.com/1999/01/01/arts/critic-s-notebook-in-quiet-corners-a-rhapsody-for-the-eyes-and-soul.html
1999,1999-01-01T05:00:00Z,1990s,Jan-Feb,Detaining Immigrants,Thomas A Olafson letter on Dec 31 editorial holds it is unfair to deny bail to detained immigrants without reviewing their cases individually (S)0,,Thomas A Olafson letter on Dec 31 editorial holds it is unfair to deny bail to detained immigrants without reviewing their cases individually (S)0,Opinion,Editorial Desk,Letter,article,170,"Olafson, Thomas A; ILLEGAL ALIENS; Bail; IMMIGRATION AND REFUGEES",https://www.nytimes.com/1999/01/01/opinion/l-detaining-immigrants-673404.html
1999,1999-01-01T05:00:00Z,1990s,Jan-Feb,G.O.P. Senator Urges Action On China Technology Report,,,,U.S.,National Desk,News,article,525,,https://www.nytimes.com/1999/01/01/us/gop-senator-urges-action-on-china-technology-report.html
1999,1999-01-01T05:00:00Z,1990s,Jan-Feb,Horse Racing; Australians Plan Track in China,"Australian racing interests will build $256-million race track complex in Dalian, on China's northeast coast (S)",,"Australian racing interests will build $256-million race track complex in Dalian, on China's northeast coast (S)",Sports,Sports Desk,News,article,143,Australia; Dalian (China); China; Horse Racing; Foreign Investments,https://www.nytimes.com/1999/01/01/sports/horse-racing-australians-plan-track-in-china.html
1999,1999-01-01T05:00:00Z,1990s,Jan-Feb,Keeping Military Secrets From China,,,,Opinion,Editorial Desk,Editorial,article,283,,https://www.nytimes.com/1999/01/01/opinion/keeping-military-secrets-from-china.html
1999,1999-01-01T05:00:00Z,1990s,Jan-Feb,NEWS SUMMARY,,,,New York,Metropolitan Desk,Summary,article,1214,,https://www.nytimes.com/1999/01/01/nyregion/news-summary-680079.html
1999,1999-01-01T05:00:00Z,1990s,Jan-Feb,"Paid Notice: Deaths  JONES, JOANNE ORA",,,,Archives,Classified,Paid Death Notice,article,73,"Jones, Joanne Ora",https://www.nytimes.com/1999/01/01/classified/paid-notice-deaths-jones-joanne-ora.html
1999,1999-01-01T05:00:00Z,1990s,Jan-Feb,THE PREACHERS: A special report.; New Wave of Evangelists Vying for National Pulpit,,,,U.S.,National Desk,Special Report,article,3264,,https://www.nytimes.com/1999/01/01/us/the-preachers-a-special-report-new-wave-of-evangelists-vying-for-national-pulpit.html
1999,1999-01-01T05:00:00Z,1990s,Jan-Feb,Why the Millennium Counts,,,,Opinion,Editorial Desk,Editorial,article,1037,,https://www.nytimes.com/1999/01/01/opinion/why-the-millennium-counts.html
1999,1999-01-01T05:00:00Z,1990s,Jan-Feb,World Briefing,,,,World,Foreign Desk,News,article,904,,https://www.nytimes.com/1999/01/01/world/world-briefing.html
1999,1999-01-02T05:00:00Z,1990s,Jan-Feb,BUSINESS DIGEST,,,,Business,Business/Financial Desk,Summary,article,478,,https://www.nytimes.com/1999/01/02/business/business-digest-690767.html
1999,1999-01-02T05:00:00Z,1990s,Jan-Feb,Beijing Journal; Writer Rides Dirty Laundry to the Top in China,,,,World,Foreign Desk,News,article,1176,,https://www.nytimes.com/1999/01/02/world/beijing-journal-writer-rides-dirty-laundry-to-the-top-in-china.html
1999,1999-01-02T05:00:00Z,1990s,Jan-Feb,"Beyond the Clinton-Bashing, Agony Among Conservatives",,,,U.S.,National Desk,News,article,1067,,https://www.nytimes.com/1999/01/02/us/beyond-the-clinton-bashing-agony-among-conservatives.html
1999,1999-01-02T05:00:00Z,1990s,Jan-Feb,"INTERNATIONAL BUSINESS: Riches May Roil Caspian Nations; They Surely Need Money, but Can They Survive a Bonanza?",,,,Business,Business/Financial Desk,News,article,1678,,https://www.nytimes.com/1999/01/02/business/international-business-riches-may-roil-caspian-nations-they-surely-need-money.html
1999,1999-01-02T05:00:00Z,1990s,Jan-Feb,INTERNATIONAL BUSINESS; Era May End For Floating Currencies,,,,Business,Business/Financial Desk,News,article,1341,,https://www.nytimes.com/1999/01/02/business/international-business-era-may-end-for-floating-currencies.html
1999,1999-01-02T05:00:00Z,1990s,Jan-Feb,INTERNATIONAL BUSINESS; Outlook Is Dim for Guangdong's Creditors,,,,Business,Business/Financial Desk,News,article,536,,https://www.nytimes.com/1999/01/02/business/international-business-outlook-is-dim-for-guangdong-s-creditors.html
1999,1999-01-02T05:00:00Z,1990s,Jan-Feb,This Is Cambodians' Business,"Who doubts that Khieu Samphan, Nuon Chea and fellow butchers deserve to be hanged, shot, poisoned, gassed or electrocuted?.And who, other than the pair's Khmer victims, has the right to do so?.The surrender of the pair and the confusion about what Pr",,"Who doubts that Khieu Samphan, Nuon Chea and fellow butchers deserve to be hanged, shot, poisoned, gassed or electrocuted?.And who, other than the pair's Khmer victims, has the right to do so?.The surrender of the pair and the confusion about what Pr",Opinion,IHT News,,article,3362,,https://www.nytimes.com/1999/01/02/opinion/IHT-this-is-cambodians-business.html
1999,1999-01-02T05:00:00Z,1990s,Jan-Feb,William A. Lee Is Dead at 98; Marines' Acclaimed 'Ironman',,,,U.S.,National Desk,Obituary; Biography,article,843,,https://www.nytimes.com/1999/01/02/us/william-a-lee-is-dead-at-98-marines-acclaimed-ironman.html
1999,1999-03-01T05:00:00Z,1990s,Mar-Apr,"As Albright Arrives in China, Congress Is Watching Closely",Nettlesome issues to be broached by Sec of State Madeleine K Albright during upcoming visit to China discussed; human rights is likely to be main topic; unanimous passage by Senate prior to departure of resolution calling on Clinton Administration to condemn China's human rights policies and release of State Department's annual report chastising China's regressions noted (M),,Nettlesome issues to be broached by Sec of State Madeleine K Albright during upcoming visit to China discussed; human rights is likely to be main topic; unanimous passage by Senate prior to departure of resolution calling on Clinton Administration to condemn China's human rights policies and release of State Department's annual report chastising China's regressions noted (M),World,Foreign Desk,News,article,694,"China; State Department; Albright, Madeleine K; Clinton, Bill; United States International Relations; Biographical Information; China-International Relations-US; Freedom and Human Rights",https://www.nytimes.com/1999/03/01/world/as-albright-arrives-in-china-congress-is-watching-closely.html
1999,1999-03-01T05:00:00Z,1990s,Mar-Apr,NEWS SUMMARY,,,,New York,Metropolitan Desk,Summary,article,1243,,https://www.nytimes.com/1999/03/01/nyregion/news-summary-555568.html
1999,1999-03-01T05:00:00Z,1990s,Mar-Apr,Now to Try to Get China Into the WTO This Year,"Despite previous downbeat indicators, both the Chinese government and the Clinton administration are reinvigorating efforts to get China into the World Trade Organization this year. Prime Minister Zhu Rongji is providing the political will behind interna",,"Despite previous downbeat indicators, both the Chinese government and the Clinton administration are reinvigorating efforts to get China into the World Trade Organization this year. Prime Minister Zhu Rongji is providing the political will behind interna",Opinion,IHT News,,article,5120,,https://www.nytimes.com/1999/03/01/opinion/IHT-now-to-try-to-get-china-into-the-wto-this-year.html
1999,1999-03-01T05:00:00Z,1990s,Mar-Apr,"TECHNOLOGY: Market Place; Dragon Systems, a Former Little Guy, Gets Ready for Market","Market Place column on speech-recognition software produced by Dragon Systems, company scheduled to sell shares to public in next few weeks; Dragon Naturally Speaking software converts words spoken conversationally into computer's microphone into words typed on computer's screen; Dragon Systems has balance-sheet strength and good products and young and extremely fluid market niche; potential problem is with large companies like IBM, Royal Philips Electronics and Microsoft, all of which are working on similar speech technology that they might try to bundle into their hardware; photos; graphs (M)",,"Market Place column on speech-recognition software produced by Dragon Systems, company scheduled to sell shares to public in next few weeks; Dragon Naturally Speaking software converts words spoken conversationally into computer's microphone into words typed on computer's screen; Dragon Systems has balance-sheet strength and good products and young and extremely fluid market niche; potential problem is with large companies like IBM, Royal Philips Electronics and Microsoft, all of which are working on similar speech technology that they might try to bundle into their hardware; photos; graphs (M)",Business,Business/Financial Desk,News,article,1442,ROYAL PHILIPS ELECTRONICS; Dragon Systems; Microsoft Corp; INTERNATIONAL BUSINESS MACHINES CORP; Computers and Information Systems; COMPANY AND ORGANIZATION PROFILES; COMPUTER SOFTWARE; Voice Recognition Systems; MARKET PLACE (TIMES COLUMN),https://www.nytimes.com/1999/03/01/business/technology-market-place-dragon-systems-a-former-little-guy-gets-ready-for-market.html
1999,1999-03-01T05:00:00Z,1990s,Mar-Apr,U.S. Says It Caught a Chinese Smuggler Seeking Gyroscopes That Can Guide Missiles,"Federal agents in California arrest Yao Yi, Chinese citizen, and charge him with trying to obtain component vital to missile guidance systems; arrest sheds light on China's alleged effort to smuggle American technology to improve accuracy of its weapons (M)",,"Federal agents in California arrest Yao Yi, Chinese citizen, and charge him with trying to obtain component vital to missile guidance systems; arrest sheds light on China's alleged effort to smuggle American technology to improve accuracy of its weapons (M)",World,Foreign Desk,News,article,937,China; YAO YI; United States International Relations; MISSILES; Biographical Information; China-International Relations-US,https://www.nytimes.com/1999/03/01/world/us-says-it-caught-a-chinese-smuggler-seeking-gyroscopes-that-can-guide-missiles.html
1999,1999-03-02T05:00:00Z,1990s,Mar-Apr,"1899:China Affairs : IN OUR PAGES:100, 75 AND 50 YEARS AGO","LONDON — A Morning Post leader says: ""The European Concert is required to administer the affairs of China. It is for Great Britain to take the lead in the matter. Her interests require it, her traditions support it, and her methods are in favor",,"LONDON — A Morning Post leader says: ""The European Concert is required to administer the affairs of China. It is for Great Britain to take the lead in the matter. Her interests require it, her traditions support it, and her methods are in favor",Opinion,IHT News,,article,295,,https://www.nytimes.com/1999/03/02/opinion/IHT-1899china-affairs-in-our-pages100-75-and-50-years-ago.html
1999,1999-03-02T05:00:00Z,1990s,Mar-Apr,ALBRIGHT DEBATES RIGHTS AND TRADE WITH THE CHINESE,"Sec of State Madeleine K Albright moves to infuse troubled US-China relationship with new sense of direction during talks in Beijing; speaks sternly today to Chinese authorities about human rights while encouraging them to move forward and join World Trade Organization, in which membership is viewed by China as matter of national prestige; expresses US displeasure over crackdown against opposition groups to Pres Jiang Zemin and other senior officials; calls for release number of political prisoners; makes clear, despite criticism, that Clinton Administration is sticking to approach of separating human rights from trade issues; comments are latest in series of signals being sent by Washington in effort to prompt China to make serious efforts to open markets--thorny issue that faces huge obstacles; photo (M)",,"Sec of State Madeleine K Albright moves to infuse troubled US-China relationship with new sense of direction during talks in Beijing; speaks sternly today to Chinese authorities about human rights while encouraging them to move forward and join World Trade Organization, in which membership is viewed by China as matter of national prestige; expresses US displeasure over crackdown against opposition groups to Pres Jiang Zemin and other senior officials; calls for release number of political prisoners; makes clear, despite criticism, that Clinton Administration is sticking to approach of separating human rights from trade issues; comments are latest in series of signals being sent by Washington in effort to prompt China to make serious efforts to open markets--thorny issue that faces huge obstacles; photo (M)",World,Foreign Desk,News,article,1277,"China; World Trade Organization; Albright, Madeleine K; Clinton, Bill; Jiang Zemin; United States International Relations; International Trade and World Market; Political Prisoners; China-International Relations-US; Freedom and Human Rights",https://www.nytimes.com/1999/03/02/world/albright-debates-rights-and-trade-with-the-chinese.html
1999,1999-03-02T05:00:00Z,1990s,Mar-Apr,Absent Witness Spurs Judge to Delay Trial of 2 in Organ Sales Plan,"Federal Judge Deborah A Batts delays trial of Cheng Yong Wang and Xingqi Fu, who are charged in scheme to arrange transplant of organs taken from executed Chinese prisoners; questions whether defendants were entrapped in case, and expresses concern over absence of crucial witness, Paul Risenhoover; Federal Government charged Wang and Fu in 1998 after FBI mounted sting operation using information from human rights advocate Harry Wu about conspiracy to sell human organs (M)",,"Federal Judge Deborah A Batts delays trial of Cheng Yong Wang and Xingqi Fu, who are charged in scheme to arrange transplant of organs taken from executed Chinese prisoners; questions whether defendants were entrapped in case, and expresses concern over absence of crucial witness, Paul Risenhoover; Federal Government charged Wang and Fu in 1998 after FBI mounted sting operation using information from human rights advocate Harry Wu about conspiracy to sell human organs (M)",New York,Metropolitan Desk,News,article,857,"China; Fu, Xingqi; Batts, Deborah A; Wu, Harry; Risenhoover, Paul; Wang, Cheng Yong; Transplants; Capital Punishment",https://www.nytimes.com/1999/03/02/nyregion/absent-witness-spurs-judge-to-delay-trial-of-2-in-organ-sales-plan.html
1999,1999-03-02T05:00:00Z,1990s,Mar-Apr,America and China:Back and Forth to Nowhere,"A new season in U.S. relations with China, the emerging power of Asia, is about to open. If the past is any guide, the Clinton administration will get nowhere, with the possible exception of military-to-military connections. Even these may come under str",,"A new season in U.S. relations with China, the emerging power of Asia, is about to open. If the past is any guide, the Clinton administration will get nowhere, with the possible exception of military-to-military connections. Even these may come under str",Opinion,IHT News,,article,4242,,https://www.nytimes.com/1999/03/02/opinion/IHT-america-and-chinaback-and-forth-to-nowhere.html
1999,1999-03-02T05:00:00Z,1990s,Mar-Apr,China's CITIC Lowered To 'Junk' Rating by S&P,"China's troubled state-owned sector suffered further blows Monday as Standard & Poor's Corp. relegated the credit of the nation's biggest investment company, China International Trust & Investment Corp., to ""junk"" status..Separately,",,"China's troubled state-owned sector suffered further blows Monday as Standard & Poor's Corp. relegated the credit of the nation's biggest investment company, China International Trust & Investment Corp., to ""junk"" status..Separately,",Business,IHT News,,article,3867,,https://www.nytimes.com/1999/03/02/business/worldbusiness/IHT-chinas-citic-lowered-to-junk-rating-by-sp.html
1999,1999-03-02T05:00:00Z,1990s,Mar-Apr,China's Human Rights Record,Editorial says Pres Clinton and Sec of State Madeleine K Albright must do more than repeat stale complaints in face of new wave of political repression in China; says Americans will not support policy of engagement and improved relations if price is American inaction on human rights abuses (M),,Editorial says Pres Clinton and Sec of State Madeleine K Albright must do more than repeat stale complaints in face of new wave of political repression in China; says Americans will not support policy of engagement and improved relations if price is American inaction on human rights abuses (M),Opinion,Editorial Desk,Editorial,article,515,"China; Albright, Madeleine K; Clinton, Bill; United States International Relations; Editorials; China-International Relations-US; Freedom and Human Rights",https://www.nytimes.com/1999/03/02/opinion/china-s-human-rights-record.html
1999,1999-03-02T05:00:00Z,1990s,Mar-Apr,Hard Times Dull Hong Kong's Esteem for Tycoons,"When Hong Kong's tycoons complained in public this year that they wanted the government to sell more land, the government obliged days later. When the richest and most powerful bid too much for concessions at the new airport and then made less money than",,"When Hong Kong's tycoons complained in public this year that they wanted the government to sell more land, the government obliged days later. When the richest and most powerful bid too much for concessions at the new airport and then made less money than",,IHT News,,article,6540,,https://www.nytimes.com/1999/03/02/IHT-hard-times-dull-hong-kongs-esteem-for-tycoons.html
1999,1999-03-02T05:00:00Z,1990s,Mar-Apr,INTERNATIONAL BRIEFS; S.& P. Downgrades 5 Large Chinese Banks,"China International Trust and Investment Corp, China's biggest investment company, and Bank of Communications have their credit ratings cut to junk-bond rating by Standard & Poor's Corp as concern rises over quality of loans; Bank of China, China Construction Bank and Industrial and Commercial Bank of China are lowered even further, to lowest investment grade (S)",,"China International Trust and Investment Corp, China's biggest investment company, and Bank of Communications have their credit ratings cut to junk-bond rating by Standard & Poor's Corp as concern rises over quality of loans; Bank of China, China Construction Bank and Industrial and Commercial Bank of China are lowered even further, to lowest investment grade (S)",Business,Business/Financial Desk,News,article,112,CHINA INTERNATIONAL TRUST & INVESTMENT CORP; Bank of Communications; Bank of China; China Construction Bank; Standard & Poor's Corp; Industrial and Commercial Bank of China; Ratings and Rating Systems; Credit; Economic Conditions and Trends; Banks and Banking,https://www.nytimes.com/1999/03/02/business/international-briefs-s-p-downgrades-5-large-chinese-banks.html
1999,1999-03-02T05:00:00Z,1990s,Mar-Apr,"Land Mine Pact in Effect, Without U.S.","International treaty to ban land mines, concluded in Ottawa in 1997, takes effect; land mines kill and maim estimated 25,000 people each year; treaty is hailed by UN Sec Gen Kofi Annan at ceremonies in Geneva; has been signed by 133 nations and ratified by 65; US, Russia and China--major users and producers--have refused to become signatories; photo (S)",,"International treaty to ban land mines, concluded in Ottawa in 1997, takes effect; land mines kill and maim estimated 25,000 people each year; treaty is hailed by UN Sec Gen Kofi Annan at ceremonies in Geneva; has been signed by 133 nations and ratified by 65; US, Russia and China--major users and producers--have refused to become signatories; photo (S)",World,Foreign Desk,News,article,299,"Russia; China; United Nations; Annan, Kofi; United States International Relations; Mines, Explosive; Treaties",https://www.nytimes.com/1999/03/02/world/land-mine-pact-in-effect-without-us.html
1999,1999-03-02T05:00:00Z,1990s,Mar-Apr,PUBLIC LIVES,"Public Lives column notes that Pres Clinton, at dinner party given by Sun America chmn Eli Broad in Los Angeles, reportedly said that he expects to live in New York City after he leaves White House, whether or not Hillary Rodham Clinton runs for Senate; notes that former New York Gov Hugh L Carey was at Palm Beach Tavern during recent performance by cabaret singer Eric Comstock; comments on recent dinner at investment banker Roger Yaseen's Upper East Side apartment; photos (M)",,"Public Lives column notes that Pres Clinton, at dinner party given by Sun America chmn Eli Broad in Los Angeles, reportedly said that he expects to live in New York City after he leaves White House, whether or not Hillary Rodham Clinton runs for Senate; notes that former New York Gov Hugh L Carey was at Palm Beach Tavern during recent performance by cabaret singer Eric Comstock; comments on recent dinner at investment banker Roger Yaseen's Upper East Side apartment; photos (M)",New York,Metropolitan Desk,News,article,637,"New York State; New York City; Palm Beach Tavern; Senate; Carey, Hugh L; Clinton, Bill; Clinton, Hillary Rodham; Comstock, Eric; Broad, Eli; Yaseen, Roger; Elections",https://www.nytimes.com/1999/03/02/nyregion/public-lives.html
1999,1999-03-02T05:00:00Z,1990s,Mar-Apr,SOCCER: NOTEBOOK -- WOMEN'S WORLD CUP; A Subpar Exhibition For U.S.,United States women's soccer team's performance in 2-0 exhibition victory over Finland discussed (M),,United States women's soccer team's performance in 2-0 exhibition victory over Finland discussed (M),Sports,Sports Desk,News,article,785,Finland; Soccer,https://www.nytimes.com/1999/03/02/sports/soccer-notebook-women-s-world-cup-a-subpar-exhibition-for-us.html
1999,1999-03-02T05:00:00Z,1990s,Mar-Apr,Stevia: a Sweetener That's Not a Sweetener,"Growing number of diet-conscious Americans are using stevia, shurb native to South America, containing sweeteners that are essentially calorie free; Now Foods of Bloomington, leading stevia supplier, estimates $10 million worth of substance was sold nationwide last year; Food and Drug Administration has so far restricted its market to use as dietary supplement, and it cannot be used in other foods or sold as table-top sweetener; producers protest that limitation on its use; photo (M)",,"Growing number of diet-conscious Americans are using stevia, shurb native to South America, containing sweeteners that are essentially calorie free; Now Foods of Bloomington, leading stevia supplier, estimates $10 million worth of substance was sold nationwide last year; Food and Drug Administration has so far restricted its market to use as dietary supplement, and it cannot be used in other foods or sold as table-top sweetener; producers protest that limitation on its use; photo (M)",Health,Health & Fitness,News,article,599,"Now Foods (Co); Food and Drug Administration; O'Neil, John; Sweeteners, Artificial; STEVIA (FOOD SUPPLEMENT); SALES; Herbs; Dietary Supplements",https://www.nytimes.com/1999/03/02/health/stevia-a-sweetener-thats-not-a-sweetener.html
1999,1999-03-02T05:00:00Z,1990s,Mar-Apr,U.N. Panel Urges Tribunal For Khmer Rouge Leaders,"UN panel recommends that new international tribunal be convened to try about dozen senior Khmer Rouge officials on charges of crimes against humanity while they ruled Cambodia; under recommendation, separate Cambodian truth commission would consider all other cases; China informs Clinton Administration it will veto idea if brought before UN Security Council; Khmer Rouge relied almost exclusively on Chinese support during their rule, which led to deaths of nearly two million Cambodians between 1975 and 1979 (M)",,"UN panel recommends that new international tribunal be convened to try about dozen senior Khmer Rouge officials on charges of crimes against humanity while they ruled Cambodia; under recommendation, separate Cambodian truth commission would consider all other cases; China informs Clinton Administration it will veto idea if brought before UN Security Council; Khmer Rouge relied almost exclusively on Chinese support during their rule, which led to deaths of nearly two million Cambodians between 1975 and 1979 (M)",World,Foreign Desk,News,article,1052,"Cambodia; United Nations; Khmer Rouge; Clinton, Bill; United States International Relations; War Crimes and Criminals; Politics and Government; CIVIL WAR AND GUERRILLA WARFARE; China-International Relations-US",https://www.nytimes.com/1999/03/02/world/un-panel-urges-tribunal-for-khmer-rouge-leaders.html
1999,1999-03-02T05:00:00Z,1990s,Mar-Apr,Washington Panders to Beijing and Patronizes New Delhi,"If America's Asia policy were a movie, China would be cast in the part of the favored elder child, who the audience knows is a rogue but who can do no wrong in the eyes of the parents. India would be the younger, morally superior sibling, a bit of a nag,",,"If America's Asia policy were a movie, China would be cast in the part of the favored elder child, who the audience knows is a rogue but who can do no wrong in the eyes of the parents. India would be the younger, morally superior sibling, a bit of a nag,",Opinion,IHT News,,article,4508,,https://www.nytimes.com/1999/03/02/opinion/IHT-washington-panders-to-beijing-and-patronizes-new-delhi.html
1999,1999-03-02T05:00:00Z,1990s,Mar-Apr,World Briefing,,,,World,Foreign Desk,News,article,1261,,https://www.nytimes.com/1999/03/02/world/world-briefing.html
1999,1999-05-01T05:00:00Z,1990s,May-Jun,"CRISIS IN THE BALKANS: DIPLOMACY; After Seeing Milosevic, Russian Hints at Progress","Russian envoy Viktor S Chernomyrdin says he made some progress toward Kosovo peace settlement in talks, Belgrade, with Yugoslav Pres Slobodan Milosevic; apparently refers to Milosevic's willingness to let lightly armed United Nations observers monitor Kosovo; NATO officials are dismissive; photo (M)",,"Russian envoy Viktor S Chernomyrdin says he made some progress toward Kosovo peace settlement in talks, Belgrade, with Yugoslav Pres Slobodan Milosevic; apparently refers to Milosevic's willingness to let lightly armed United Nations observers monitor Kosovo; NATO officials are dismissive; photo (M)",World,Foreign Desk,News,article,721,"Belgrade (Serbia); KOSOVO (SERBIA); Russia; Serbia; North Atlantic Treaty Organization; United Nations; Milosevic, Slobodan; United States International Relations; United States Armament and Defense",https://www.nytimes.com/1999/05/01/world/crisis-in-the-balkans-diplomacy-after-seeing-milosevic-russian-hints-at-progress.html
1999,1999-05-01T05:00:00Z,1990s,May-Jun,China Takes Steps to Avoid Further Protests,"China warns Government officials and employees of state-run institutions not to take part in any further protests by Buddhist Law movement members; rapidly growing group, known as Falun Gong, has attracted many well-educated people, including retired officials and workers, who often embrace it passionately; founder, Li Hongzhi, has moved to New York and is building global network of adherents (M)",,"China warns Government officials and employees of state-run institutions not to take part in any further protests by Buddhist Law movement members; rapidly growing group, known as Falun Gong, has attracted many well-educated people, including retired officials and workers, who often embrace it passionately; founder, Li Hongzhi, has moved to New York and is building global network of adherents (M)",World,Foreign Desk,News,article,455,China; Buddhist Law; Li Hongzhi; Politics and Government; Demonstrations and Riots; Church-State Relations,https://www.nytimes.com/1999/05/01/world/china-takes-steps-to-avoid-further-protests.html
1999,1999-05-01T05:00:00Z,1990s,May-Jun,Labor Movement in China,"Chinese dissidents Gao Hongming and Xu Yonghai plan to set up own labor union, defying Government's controls on workers' groups (S)",,"Chinese dissidents Gao Hongming and Xu Yonghai plan to set up own labor union, defying Government's controls on workers' groups (S)",World,Foreign Desk,News,article,87,China; XU YONGHAI; GAO HONGMING; LABOR; LABOR UNIONS; Politics and Government,https://www.nytimes.com/1999/05/01/world/labor-movement-in-china.html
1999,1999-05-02T05:00:00Z,1990s,May-Jun,1998 REPORT TOLD OF LAB BREACHES AND CHINA THREAT,,,,World,Foreign Desk,News,article,2390,,https://www.nytimes.com/1999/05/02/world/1998-report-told-of-lab-breaches-and-china-threat.html
1999,1999-05-02T05:00:00Z,1990s,May-Jun,April 25-May 1; More Damage in Spy Case,,,,Week in Review,Week in Review Desk,News,article,79,,https://www.nytimes.com/1999/05/02/weekinreview/april-25-may-1-more-damage-in-spy-case.html
1999,1999-05-02T05:00:00Z,1990s,May-Jun,INSIDE,,,,New York,Metropolitan Desk,Summary,article,275,,https://www.nytimes.com/1999/05/02/nyregion/inside-502995.html
1999,1999-05-02T05:00:00Z,1990s,May-Jun,Literacy Groups: Filling One of Life's Needs,,,,New York,Westchester Weekly Desk,News,article,1834,,https://www.nytimes.com/1999/05/02/nyregion/literacy-groups-filling-one-of-life-s-needs.html
1999,1999-05-02T05:00:00Z,1990s,May-Jun,"MUSIC; Finally, Masur Gets To Call the Tune In New Music, Too","David Wright article on new works commissioned for New York Philharmonic by Kurt Masur; Masur took over as orchestra's music director seven years ago with a backlog of new works commissioned by his predecessors, and it is only now that works he commissioned are being programmed; photo (M)",,"David Wright article on new works commissioned for New York Philharmonic by Kurt Masur; Masur took over as orchestra's music director seven years ago with a backlog of new works commissioned by his predecessors, and it is only now that works he commissioned are being programmed; photo (M)",Arts,Arts and Leisure Desk,News,article,1455,"New York Philharmonic; Masur, Kurt; Music",https://www.nytimes.com/1999/05/02/arts/music-finally-masur-gets-to-call-the-tune-in-new-music-too.html
1999,1999-05-02T05:00:00Z,1990s,May-Jun,May 1: A Spring Break For Pent-Up New York,Article on how some New York City residents soaked up sunshine and warm spring temperatures on May 1; photos (M),,Article on how some New York City residents soaked up sunshine and warm spring temperatures on May 1; photos (M),New York,Metropolitan Desk,News,article,691,New York City; Seasons and Months,https://www.nytimes.com/1999/05/02/nyregion/may-1-a-spring-break-for-pent-up-new-york.html
1999,1999-05-02T05:00:00Z,1990s,May-Jun,NEWS SUMMARY,,,,New York,Metropolitan Desk,Summary,article,723,,https://www.nytimes.com/1999/05/02/nyregion/news-summary-502448.html
1999,1999-05-02T05:00:00Z,1990s,May-Jun,"PAPERBACK BEST SELLERS: May 2, 1999",,,,Books,Book Review Desk,List,article,1023,,https://www.nytimes.com/1999/05/02/books/paperback-best-sellers-may-2-1999.html
1999,1999-05-02T05:00:00Z,1990s,May-Jun,PRACTICAL TRAVELER; Code-Sharing: Cluing In Fliers,"Practical Traveler column explains mysteries of airline code-sharing, and how practice can affect travel plans (S)",,"Practical Traveler column explains mysteries of airline code-sharing, and how practice can affect travel plans (S)",Travel,Travel Desk,News,article,1495,Airlines and Airplanes; Travel and Vacations,https://www.nytimes.com/1999/05/02/travel/practical-traveler-code-sharing-cluing-in-fliers.html
1999,1999-05-02T05:00:00Z,1990s,May-Jun,Political Muscle: The Only Good Enemy is a [Strong/Weak] Enemy; Straining To See the Real Russia,"Review of Russian suspicions that US gives lip service to free markets and global partnership, but is really happy to see old foe down economically; photo; both countries have fumbled on promoting healthy democracy, but few would say that in long run US would not benefit from prosperous Russia; Russia has emerged from hibernation this spring, with Kosovo crisis, in almost gleefully anti-American mood, yearning for empire (M)",,"Review of Russian suspicions that US gives lip service to free markets and global partnership, but is really happy to see old foe down economically; photo; both countries have fumbled on promoting healthy democracy, but few would say that in long run US would not benefit from prosperous Russia; Russia has emerged from hibernation this spring, with Kosovo crisis, in almost gleefully anti-American mood, yearning for empire (M)",Week in Review,Week in Review Desk,News,article,1350,KOSOVO (SERBIA); Russia; Serbia; United States International Relations; International Relations; Economic Conditions and Trends,https://www.nytimes.com/1999/05/02/weekinreview/political-muscle-only-good-enemy-strong-weak-enemy-straining-see-real-russia.html
